epoch,train_loss,val_loss,mean_iou,weighted_f1,iou_bg,iou_s_white,iou_d_white,iou_s_yellow,iou_d_yellow,iou_curb,iou_xwalk,f1_bg,f1_s_white,f1_d_white,f1_s_yellow,f1_d_yellow,f1_curb,f1_xwalk
11,0.15810306529147283,0.2005824627995491,0.27232751398957344,0.7752077928450503,0.9586925104677521,0.2202054924351479,0.05305441667607101,0.15342997127679187,0.1813612359021359,0.1508854258197986,0.1886635453493166,1.0,0.9185402203681294,0.44719101123595506,0.7409356725146199,0.8545338713102569,0.9278186274509804,0.8649743451255738
12,0.152827346602508,0.2075333911895752,0.2771453530228002,0.7758467394224308,0.9620603706808499,0.23421030995087838,0.04889676868490152,0.16233197733261065,0.19167910517272635,0.1499518578873731,0.19088708145026154,1.0,0.9245038266960696,0.4177071509648127,0.7508186960404882,0.8552045791816832,0.9278702518139138,0.8654665384086849
13,0.14782685539552143,0.21440279784202576,0.2738386422403766,0.7720819279814887,0.9586809204607479,0.22185496544787564,0.0422604247930086,0.14723848853597368,0.20432416706845824,0.1546799522034231,0.1878315771731487,1.0,0.9165762430586584,0.39571150097465885,0.7277339346110485,0.8770601336302896,0.9281045751633987,0.8605245460659046
14,0.1434626000864165,0.2221551477909088,0.27969806449400225,0.7837172313919293,0.9603525090960309,0.22771466719372546,0.04879534509106454,0.16880057595585016,0.1997424647361429,0.15393403566273453,0.19854685372246716,1.0,0.9242326123559125,0.41917502787068006,0.750820650552074,0.8755575379125781,0.9293448339144798,0.872996300863132
15,0.13913377879006522,0.22354943274259567,0.27754750814702067,0.7853613520107264,0.9595904323508335,0.2200811727113017,0.06468091697589169,0.16391832014275332,0.19358892156798702,0.1491301731076398,0.19184262017273784,1.0,0.9149818228203329,0.4639321074964639,0.7600120445648901,0.8599404001702853,0.9290100712355687,0.8595722067224658
16,0.135302989755358,0.23660311386585237,0.281598435867871,0.7829617245353253,0.9611932362518124,0.23283389455564846,0.057799430120935316,0.15963070146446048,0.20606278480356718,0.15657848945274203,0.1970905144259312,1.0,0.9249288118042972,0.431413612565445,0.7363270005757052,0.8837948252383114,0.9298545765611634,0.8720077487200775
17,0.13219042639051165,0.24305830535888673,0.28481201055935595,0.7890397204506668,0.9614435137182489,0.24059211909036288,0.06026475604368911,0.16755367122383036,0.2039431238224467,0.1642214569518026,0.19566543306511106,1.0,0.9263240692186681,0.4361078546307151,0.7617896009673518,0.8751091703056768,0.9324077457069785,0.8613350958360873
18,0.1288934862102781,0.25126799150705337,0.28712835034361117,0.79634624827244,0.9611407798107721,0.23773970737837097,0.06244663249356064,0.17446377774983154,0.214259946598199,0.16556263665911816,0.19428497171542633,1.0,0.9234852408078715,0.4504950495049505,0.7692307692307693,0.8833517089305403,0.9324283376765045,0.8654876741693462
19,0.12649280768121993,0.2568044839978218,0.28394641684655814,0.7885129082834522,0.9612979867662221,0.23532585064902017,0.05683712380206484,0.16650971130831857,0.20913483689993256,0.16227881201568967,0.19624059648465908,1.0,0.922501611863314,0.43559718969555034,0.7553287301110777,0.8809156944750165,0.9311666970969509,0.8623902049507586
20,0.12416631345067705,0.2663574627518654,0.2873130942810029,0.7981067330164751,0.9611369371624804,0.23474450072416053,0.06467448836030486,0.1758709475841374,0.21677041401758723,0.16372013087537254,0.19427424124297754,1.0,0.9232960062139944,0.46419098143236076,0.7693721286370597,0.8844709520653855,0.9319963536918869,0.8610816542948038
21,0.12248166591780527,0.2825260831713676,0.2904794008973007,0.8023710722588852,0.961226856839388,0.2392798642212077,0.062021663926780636,0.1833805761111801,0.21856437121374592,0.1685976831526738,0.20028479081612852,1.0,0.9263308603410126,0.45420326223337515,0.7801507537688442,0.8875083203905036,0.9321174054837541,0.8674989931534434
22,0.12108868139301028,0.2833138304233551,0.2914409456645793,0.8057881551213573,0.9615336783617696,0.2383766651530126,0.06846374707006346,0.18409439860534202,0.21902456233030118,0.16848858766885036,0.20010498046271555,1.0,0.9253576072821846,0.47244094488188976,0.7819501420006311,0.889432703003337,0.9320599613152805,0.8678021086780211
23,0.12009731904097966,0.29180466474294664,0.29139613407322484,0.8073616000392372,0.9615536978466748,0.2390228514936769,0.0639209014372234,0.188216206831454,0.21905968486454022,0.1688289668976411,0.19917062914136366,1.0,0.925952458482579,0.4639580602883355,0.7892204042348412,0.8895284480850122,0.9316807738814994,0.867104733807161
24,0.11948196340799332,0.29138406467437744,0.29181947754710386,0.8068350473589351,0.9616606158694292,0.23869131913368083,0.06554086445705604,0.18720844409877513,0.22205090323953905,0.16869066621011403,0.19889352982113265,1.0,0.9253847652444964,0.46523388116308473,0.7842389577375278,0.8926654740608229,0.9320353126133752,0.8668813741277509
25,0.11914452982800347,0.29601994881629945,0.2920100965842928,0.8078597107611373,0.9620279622073573,0.24057597658158722,0.0654052415538048,0.18803434339263747,0.21999055434026402,0.16840502506579105,0.1996315729486073,1.0,0.9255111342622737,0.47347994825355755,0.7867389225374561,0.8902765388046388,0.9319447808186001,0.8671065032987747
