epoch,train_loss,val_loss,mean_iou,weighted_f1,iou_bg,iou_s_white,iou_d_white,iou_s_yellow,iou_d_yellow,iou_curb,iou_xwalk,f1_bg,f1_s_white,f1_d_white,f1_s_yellow,f1_d_yellow,f1_curb,f1_xwalk
16,0.11318606427141599,0.3711789160370827,0.2900360301824593,0.8010905900888535,0.9619026453981351,0.23909361534951284,0.054838607154195904,0.18779971927995753,0.220935587962973,0.1673841500321273,0.19829788610031365,1.0,0.9243664717348928,0.4399524375743163,0.784,0.8855743544078362,0.932704516597134,0.8641180415828303
17,0.11290676560061319,0.3794423120737076,0.2908310018059304,0.8017226116948573,0.962114306841584,0.24082784379305427,0.056226058783057614,0.18759238257260252,0.22066212692631276,0.16947713646689613,0.19891715725800588,1.0,0.9253071572515114,0.4410377358490566,0.7835844822058352,0.887305122494432,0.9325190470431733,0.864045094618172
18,0.11265368561404092,0.38555330847501756,0.29203377240925393,0.8041052775505901,0.9622827343501617,0.2432159214104563,0.05615408645666153,0.19038215662190835,0.22282185576307867,0.1706769370425717,0.19870271521993915,1.0,0.9250359148491576,0.4470868014268728,0.7870967741935484,0.8886409283642044,0.9324324324324325,0.8637215528781794
19,0.11238825494221279,0.38168369442224503,0.29227470244316794,0.8023938870041774,0.9621416876115146,0.24154577785298514,0.06079455187287728,0.1895059038583656,0.22237705875489197,0.17029232454801616,0.19926561260352518,1.0,0.9242779078844653,0.45353159851301117,0.781829814459373,0.8871039714413208,0.9324332469411126,0.8633190118152524
20,0.11228061590279852,0.3858179113149643,0.29249126592217717,0.8023264156096364,0.9623948438086074,0.24193671660677812,0.05795234798514533,0.19121647661096497,0.22433657459487133,0.17012747795604272,0.1994744238928304,1.0,0.924659764276877,0.4430992736077482,0.784452296819788,0.8875475072658171,0.9321758003255561,0.864516129032258
21,0.11211531560676438,0.3854362343668938,0.2921291427874254,0.8012423920997783,0.9620572072906068,0.24223293449726477,0.058697985099252566,0.18970343170136886,0.22234509498512892,0.17077589164746582,0.19909145429089017,1.0,0.9244606661018053,0.44226044226044225,0.7819980849026492,0.8872080088987764,0.9323136215825605,0.8645889306824288
22,0.11200477781976972,0.3892429805159569,0.2927063049157007,0.8036684594494329,0.9624278042460466,0.24309916578330304,0.05993379742963225,0.1910196434429784,0.22336589602646917,0.17030006375304604,0.19879776372842914,1.0,0.9248645472942099,0.451693851944793,0.7850947638933504,0.8878943835309913,0.9324731701434945,0.8637035047670203
23,0.11188456344349043,0.38592250199317935,0.2921761140212598,0.802856994060148,0.9621030671422949,0.24151998979896724,0.05949767970409397,0.18963337796502588,0.22335808100734897,0.17089610676496872,0.19822449576611856,1.0,0.9240176945094978,0.4441687344913151,0.7853705486044273,0.8880947062765244,0.9325612257208349,0.8628609805238415
24,0.11182989530563354,0.3910537786722183,0.29322476173237455,0.8027087980899773,0.9624377543741659,0.2434204487598209,0.06082982615399738,0.19169873125313636,0.22463368726463226,0.1709347775868528,0.19861810673401606,1.0,0.9242414355628059,0.44582814445828145,0.783974358974359,0.8884417616811983,0.9323843416370107,0.8632707774798928
25,0.1117898380790438,0.3906956347465515,0.29310744433402863,0.8033159672713485,0.9624139560565829,0.243400054209561,0.05935754220121504,0.19169098263870038,0.22481188868732532,0.17119085330500386,0.1988868332398117,1.0,0.9248336160772543,0.44527363184079605,0.7849566055930569,0.8892865130843212,0.9328025093497406,0.8627293424400696
